Year,Genre,Platform,Global Sales
2011,Sports,PS2,0.05
2011,Sports,PS2,0.13
2011,Sports,PS2,0.09
,Sports,PS3,0.17
,Sports,PS3,0.22
,Sports,PS3,0.26
2006,Sports,PS3,0.01
2006,Sports,PS3,0.12
2006,Sports,PS3,0.26
2006,Sports,PS3,0.38
2006,Sports,PS3,0.52
2006,Sports,PS3,0.5
2006,Sports,PS3,0.63
2007,Sports,PS3,0.04
2007,Sports,PS3,0.1
2007,Sports,PS3,0.02
2007,Sports,PS3,0.07
2007,Sports,PS3,0.09
2007,Sports,PS3,0.13
2007,Sports,PS3,0.14
2007,Sports,PS3,0.15
2007,Sports,PS3,0.16
2007,Sports,PS3,0.18
2007,Sports,PS3,0.09
2007,Sports,PS3,0.25
2007,Sports,PS3,0.31
2007,Sports,PS3,0.15
2007,Sports,PS3,0.38
2007,Sports,PS3,0.38
2007,Sports,PS3,1.14
2007,Sports,PS3,0.55
2007,Sports,PS3,0.45
2007,Sports,PS3,0.64
2007,Sports,PS3,0.97
2007,Sports,PS3,1.59
2007,Sports,PS3,0.74
2007,Sports,PS3,1.06
2007,Sports,PS3,1.76
2008,Sports,PS3,0.01
2008,Sports,PS3,0.01
2008,Sports,PS3,0.03
2008,Sports,PS3,0.11
2008,Sports,PS3,0.13
2008,Sports,PS3,0.13
2008,Sports,PS3,0.14
2008,Sports,PS3,0.15
2008,Sports,PS3,0.17
2008,Sports,PS3,0.17
2008,Sports,PS3,0.12
2008,Sports,PS3,0.13
2008,Sports,PS3,0.31
2008,Sports,PS3,0.16
2008,Sports,PS3,0.34
2008,Sports,PS3,0.58
2008,Sports,PS3,0.52
2008,Sports,PS3,0.61
2008,Sports,PS3,0.7
2008,Sports,PS3,0.33
2008,Sports,PS3,0.41
2008,Sports,PS3,0.4
2008,Sports,PS3,0.66
2008,Sports,PS3,0.66
2008,Sports,PS3,0.87
2009,Sports,PS3,0.01
2009,Sports,PS3,0.05
2009,Sports,PS3,0.15
2009,Sports,PS3,0.03
2009,Sports,PS3,0.08
2009,Sports,PS3,0.13
2009,Sports,PS3,0.17
2009,Sports,PS3,0.15
2009,Sports,PS3,0.23
2009,Sports,PS3,0.17
2009,Sports,PS3,0.33
2009,Sports,PS3,0.4
2009,Sports,PS3,0.72
2009,Sports,PS3,0.54
2009,Sports,PS3,0.81
2009,Sports,PS3,0.58
2009,Sports,PS3,0.38
2009,Sports,PS3,0.84
2009,Sports,PS3,0.6
2009,Sports,PS3,0.79
2009,Sports,PS3,0.85
2010,Sports,PS3,0.04
2010,Sports,PS3,0.07
2010,Sports,PS3,0.21
2010,Sports,PS3,0.23
2010,Sports,PS3,0.27
2010,Sports,PS3,0.08
2010,Sports,PS3,0.08
2010,Sports,PS3,0.11
2010,Sports,PS3,0.15
2010,Sports,PS3,0.18
2010,Sports,PS3,0.03
2010,Sports,PS3,0.11
2010,Sports,PS3,0.04
2010,Sports,PS3,0.33
2010,Sports,PS3,0.19
2010,Sports,PS3,0.19
2010,Sports,PS3,0.27
2010,Sports,PS3,0.11
2010,Sports,PS3,0.28
2010,Sports,PS3,0.71
2010,Sports,PS3,0.24
2010,Sports,PS3,0.2
2010,Sports,PS3,0.84
2010,Sports,PS3,0.4
2010,Sports,PS3,0.35
2010,Sports,PS3,0.6
2010,Sports,PS3,0.38
2010,Sports,PS3,0.35
2010,Sports,PS3,0.59
2010,Sports,PS3,0.92
2010,Sports,PS3,0.84
2010,Sports,PS3,1.23
2011,Sports,PS3,0.07
2011,Sports,PS3,0.18
2011,Sports,PS3,0.26
2011,Sports,PS3,0.13
2011,Sports,PS3,0.03
2011,Sports,PS3,0.04
2011,Sports,PS3,0.05
2011,Sports,PS3,0.2
2011,Sports,PS3,0.09
2011,Sports,PS3,0.09
2011,Sports,PS3,0.21
2011,Sports,PS3,0.23
2011,Sports,PS3,0.19
2011,Sports,PS3,0.16
2011,Sports,PS3,0.12
2011,Sports,PS3,0.58
2011,Sports,PS3,0.2
2011,Sports,PS3,0.14
2011,Sports,PS3,0.83
2011,Sports,PS3,0.59
2011,Sports,PS3,0.33
2011,Sports,PS3,0.46
2011,Sports,PS3,0.9
2011,Sports,PS3,0.71
2012,Sports,PS3,0.01
2012,Sports,PS3,0.01
2012,Sports,PS3,0.07
2012,Sports,PS3,0.19
2012,Sports,PS3,0.28
2012,Sports,PS3,0.19
2012,Sports,PS3,0.24
2012,Sports,PS3,0.92
2012,Sports,PS3,0.55
2012,Sports,PS3,0.65
2012,Sports,PS3,0.93
2012,Sports,PS3,0.7
2012,Sports,PS3,1.29
2012,Sports,PS3,1.56
2013,Sports,PS3,0.02
2013,Sports,PS3,0.05
2013,Sports,PS3,0.13
2013,Sports,PS3,0.2
2013,Sports,PS3,0.26
2013,Sports,PS3,0.15
2013,Sports,PS3,0.71
2013,Sports,PS3,0.8
2013,Sports,PS3,0.39
2013,Sports,PS3,0.57
2013,Sports,PS3,1.19
2014,Sports,PS3,0.02
2014,Sports,PS3,0.02
2014,Sports,PS3,0.03
2014,Sports,PS3,0.14
2014,Sports,PS3,0.17
2014,Sports,PS3,0.39
2014,Sports,PS3,0.38
2014,Sports,PS3,0.62
2014,Sports,PS3,0.85
2014,Sports,PS3,0.71
2014,Sports,PS3,1.41
2014,Sports,PS3,1.36
2015,Sports,PS3,0.06
2015,Sports,PS3,0.04
2015,Sports,PS3,0.05
2015,Sports,PS3,0.07
2015,Sports,PS3,0.12
2015,Sports,PS3,0.13
2015,Sports,PS3,0.45
2015,Sports,PS3,0.39
2015,Sports,PS3,0.58
2015,Sports,PS3,0.8
2015,Sports,PS3,0.82
2016,Sports,PS3,0.06
2016,Sports,PS3,0.11
2016,Sports,PS3,0.05
2016,Sports,PS3,0.08
2016,Sports,PS3,0.04
2016,Sports,PS3,0.11
2016,Sports,PS3,0.38
2013,Sports,PS4,0.22
2013,Sports,PS4,0.82
2013,Sports,PS4,1.33
2014,Sports,PS4,0.03
2014,Sports,PS4,0.08
2014,Sports,PS4,0.23
2014,Sports,PS4,0.65
2014,Sports,PS4,0.58
2014,Sports,PS4,0.76
2014,Sports,PS4,1.04
2014,Sports,PS4,1.13
2015,Sports,PS4,0.05
2015,Sports,PS4,0.06
2015,Sports,PS4,0.06
2015,Sports,PS4,0.06
2015,Sports,PS4,0.11
2015,Sports,PS4,0.12
2015,Sports,PS4,0.17
2015,Sports,PS4,0.2
2015,Sports,PS4,0.78
2015,Sports,PS4,0.61
2015,Sports,PS4,0.92
2015,Sports,PS4,1.2
2016,Sports,PS4,0.02
2016,Sports,PS4,0.05
2016,Sports,PS4,0.17
2016,Sports,PS4,0.04
2016,Sports,PS4,0.05
2016,Sports,PS4,0.28
2016,Sports,PS4,0.28
2016,Sports,PS4,0.2
2016,Sports,PS4,0.23
2016,Sports,PS4,0.89
2016,Sports,PS4,1.19
2016,Sports,PS4,1.23
1994,Strategy,PS,0.25
1995,Strategy,PS,0.09
1995,Strategy,PS,0.13
1995,Strategy,PS,0.11
1995,Strategy,PS,0.12
1995,Strategy,PS,0.13
1995,Strategy,PS,0.24
1996,Strategy,PS,0.01
1996,Strategy,PS,0.09
1996,Strategy,PS,0.19
1996,Strategy,PS,0.19
1996,Strategy,PS,0.4
1996,Strategy,PS,0.51
1997,Strategy,PS,0.03
1997,Strategy,PS,0.04
1997,Strategy,PS,0.12
1997,Strategy,PS,0.14
1997,Strategy,PS,0.15
1997,Strategy,PS,0.19
1997,Strategy,PS,0.31
1997,Strategy,PS,0.29
1997,Strategy,PS,0.32
1997,Strategy,PS,0.41
1997,Strategy,PS,0.4
1997,Strategy,PS,0.53
1997,Strategy,PS,0.78
1998,Strategy,PS,0.04
1998,Strategy,PS,0.03
1998,Strategy,PS,0.03
1998,Strategy,PS,0.05
1998,Strategy,PS,0.07
1998,Strategy,PS,0.04
1998,Strategy,PS,0.06
1998,Strategy,PS,0.09
1998,Strategy,PS,0.09
1998,Strategy,PS,0.13
1998,Strategy,PS,0.15
1998,Strategy,PS,0.09
1998,Strategy,PS,0.09
1998,Strategy,PS,0.22
1998,Strategy,PS,0.14
1998,Strategy,PS,0.14
1998,Strategy,PS,0.28
1998,Strategy,PS,0.29
1998,Strategy,PS,0.7
1998,Strategy,PS,0.72
1999,Strategy,PS,0.01
1999,Strategy,PS,0.04
1999,Strategy,PS,0.05
1999,Strategy,PS,0.1
1999,Strategy,PS,0.1
1999,Strategy,PS,0.11
1999,Strategy,PS,0.11
1999,Strategy,PS,0.17
1999,Strategy,PS,0.2
1999,Strategy,PS,0.23
1999,Strategy,PS,0.25
1999,Strategy,PS,0.31
1999,Strategy,PS,0.52
1999,Strategy,PS,0.63
1999,Strategy,PS,0.55
1999,Strategy,PS,1.06
2000,Strategy,PS,0.02
2000,Strategy,PS,0.38
2000,Strategy,PS,0.57
2000,Strategy,PS,0.8
2001,Strategy,PS,0.09
2001,Strategy,PS,0.12
2001,Strategy,PS,0.62
,Strategy,PS2,0.11
2000,Strategy,PS2,0.06
2000,Strategy,PS2,0.11
2000,Strategy,PS2,0.32
2000,Strategy,PS2,0.48
2000,Strategy,PS2,0.95
2001,Strategy,PS2,0.09
2001,Strategy,PS2,0.46
2002,Strategy,PS2,0.03
2002,Strategy,PS2,0.13
2002,Strategy,PS2,0.38
2002,Strategy,PS2,0.57
2002,Strategy,PS2,0.65
2002,Strategy,PS2,0.08
2002,Strategy,PS2,0.11
2002,Strategy,PS2,0.3
2002,Strategy,PS2,0.18
2002,Strategy,PS2,0.29
2002,Strategy,PS2,0.21
2003,Strategy,PS2,0.19
2003,Strategy,PS2,0.6
2003,Strategy,PS2,0.07
2003,Strategy,PS2,0.11
2003,Strategy,PS2,0.12
2003,Strategy,PS2,0.17
2003,Strategy,PS2,0.19
2003,Strategy,PS2,0.19
2003,Strategy,PS2,0.2
2003,Strategy,PS2,0.54
2003,Strategy,PS2,0.38
2004,Strategy,PS2,0.08
2004,Strategy,PS2,0.4
2004,Strategy,PS2,0.5
2004,Strategy,PS2,0.07
2004,Strategy,PS2,0.08
2004,Strategy,PS2,0.07
2004,Strategy,PS2,0.07
2004,Strategy,PS2,0.11
2004,Strategy,PS2,0.27
2005,Strategy,PS2,0.21
2005,Strategy,PS2,0.59
2005,Strategy,PS2,0.09
2005,Strategy,PS2,0.2
2005,Strategy,PS2,0.3
2006,Strategy,PS2,0.03
2006,Strategy,PS2,0.03
2006,Strategy,PS2,0.04
2006,Strategy,PS2,0.04
2006,Strategy,PS2,0.07
2006,Strategy,PS2,0.09
2006,Strategy,PS2,0.66
2007,Strategy,PS2,0.01
2007,Strategy,PS2,0.01
2007,Strategy,PS2,0.02
2007,Strategy,PS2,0.02
2007,Strategy,PS2,0.03
2007,Strategy,PS2,0.03
2007,Strategy,PS2,0.05
2007,Strategy,PS2,0.04
2007,Strategy,PS2,0.07
2007,Strategy,PS2,0.3
2007,Strategy,PS2,0.38
2007,Strategy,PS2,0.44
2007,Strategy,PS2,0.09
2007,Strategy,PS2,0.42
2008,Strategy,PS2,0.03
2008,Strategy,PS2,0.5
2009,Strategy,PS2,0.02
2009,Strategy,PS2,0.04
2009,Strategy,PS2,0.07
2009,Strategy,PS2,0.31
,Strategy,PS3,0.05
,Strategy,PS3,0.12
2008,Strategy,PS3,0.08
2008,Strategy,PS3,0.79
2008,Strategy,PS3,0.65
2009,Strategy,PS3,0.04
2009,Strategy,PS3,0.03
2009,Strategy,PS3,0.04
2009,Strategy,PS3,0.17
2009,Strategy,PS3,0.37
2010,Strategy,PS3,0.13
2010,Strategy,PS3,0.51
2011,Strategy,PS3,0.02
2011,Strategy,PS3,0.03
2011,Strategy,PS3,0.07
2011,Strategy,PS3,0.19
2012,Strategy,PS3,0.01
2012,Strategy,PS3,0.09
2012,Strategy,PS3,0.3
2012,Strategy,PS3,0.6
2013,Strategy,PS3,0.07
2013,Strategy,PS3,0.19
2013,Strategy,PS3,0.33
2014,Strategy,PS3,0.06
2013,Strategy,PS4,0.2
2014,Strategy,PS4,0.06
2014,Strategy,PS4,0.04
2015,Strategy,PS4,0.07
2016,Strategy,PS4,0.04
